Verwaltungskreis,Träger,Bildungsstufe,Schueler
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Vorschulstufe,1
Verwaltungskreis Obersimmental-Saanen,Nicht subventionierte Schule,Vorschulstufe,7
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Vorschulstufe,6
Verwaltungskreis Emmental,Nicht subventionierte Schule,Vorschulstufe,4
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Vorschulstufe,9
Verwaltungskreis Emmental,Nicht subventionierte Schule,Vorschulstufe,1
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,2
Verwaltungskreis Emmental,Nicht subventionierte Schule,Sekundarstufe I,6
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,5
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,9
Verwaltungskreis Thun,Nicht subventionierte Schule,Sekundarstufe I,45
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,2
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,9
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,39
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,6
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,11
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,3
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,2
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,2
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,42
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,7
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Sekundarstufe I,50
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Sekundarstufe I,1
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Sekundarstufe I,4
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,16
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,94
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,14
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,13
Verwaltungskreis Frutigen-Niedersimmental,Nicht subventionierte Schule,Sekundarstufe I,11
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,4
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,2
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,4
Verwaltungskreis Frutigen-Niedersimmental,Nicht subventionierte Schule,Sekundarstufe I,18
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Sekundarstufe I,5
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Sekundarstufe I,9
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Sekundarstufe I,3
Verwaltungskreis Obersimmental-Saanen,Nicht subventionierte Schule,Sekundarstufe I,15
Verwaltungskreis Obersimmental-Saanen,Nicht subventionierte Schule,Sekundarstufe I,35
Verwaltungskreis Emmental,Nicht subventionierte Schule,Sekundarstufe I,4
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,11
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,3
Verwaltungskreis Frutigen-Niedersimmental,Nicht subventionierte Schule,Sekundarstufe I,6
Verwaltungskreis Frutigen-Niedersimmental,Nicht subventionierte Schule,Sekundarstufe I,6
Verwaltungskreis Emmental,Nicht subventionierte Schule,Sekundarstufe I,6
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,5
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,60
Verwaltungskreis Seeland,Nicht subventionierte Schule,Sekundarstufe I,44
Verwaltungskreis Emmental,Nicht subventionierte Schule,Sekundarstufe I,4
Verwaltungskreis Emmental,Nicht subventionierte Schule,Sekundarstufe I,5
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Sekundarstufe I,9
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Sekundarstufe I,23
Verwaltungskreis Emmental,Nicht subventionierte Schule,Sekundarstufe I,3
Verwaltungskreis Oberaargau,Nicht subventionierte Schule,Sekundarstufe I,5
Verwaltungskreis Oberaargau,Nicht subventionierte Schule,Sekundarstufe I,1
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Sekundarstufe I,4
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,7
Verwaltungskreis Emmental,Nicht subventionierte Schule,Primarstufe,7
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,17
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,33
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Primarstufe,3
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Primarstufe,13
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,3
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Primarstufe,8
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Primarstufe,5
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Primarstufe,2
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,11
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Primarstufe,4
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Primarstufe,1
Verwaltungskreis Frutigen-Niedersimmental,Nicht subventionierte Schule,Primarstufe,3
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Primarstufe,2
Verwaltungskreis Interlaken-Oberhasli,Nicht subventionierte Schule,Primarstufe,2
Verwaltungskreis Obersimmental-Saanen,Nicht subventionierte Schule,Primarstufe,24
Verwaltungskreis Emmental,Nicht subventionierte Schule,Primarstufe,11
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,28
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,19
Verwaltungskreis Seeland,Nicht subventionierte Schule,Primarstufe,15
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,20
Verwaltungskreis Emmental,Nicht subventionierte Schule,Primarstufe,7
Verwaltungskreis Biel/Bienne,Nicht subventionierte Schule,Primarstufe,60
Verwaltungskreis Emmental,Nicht subventionierte Schule,Primarstufe,9
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,69
Verwaltungskreis Oberaargau,Nicht subventionierte Schule,Primarstufe,2
Verwaltungskreis Bern-Mittelland,Nicht subventionierte Schule,Primarstufe,1
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,20
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,113
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,22
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,21
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,56
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,38
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,16
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,23
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,24
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,20
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,6
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,14
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,19
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,22
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,17
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,20
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,9
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,22
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,15
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,28
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,46
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,40
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,37
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,19
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,28
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,16
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,38
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,40
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,44
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,5
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,21
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,1
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,41
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,72
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,22
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,21
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,8
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,55
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,15
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,41
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,80
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,35
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,34
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,30
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,32
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,32
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,32
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,61
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,35
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,44
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,46
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,34
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,84
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,44
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,27
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,26
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,33
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,26
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,34
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,25
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,48
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,47
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,30
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,66
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,31
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,44
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,35
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,47
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,36
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,48
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,45
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,51
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,28
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,35
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,91
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,32
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,55
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,45
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,32
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,26
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,26
